record_id,date,city,area_type,road_type,vehicle_count,avg_speed_kmph,congestion_level,accidents_reported,weather
2705,2025-04-23 16:00:00,Mumbai,Urban,Ring Road,753,77,Low,1,Rain
2706,2025-04-23 17:00:00,Mumbai,Highway,Highway,712,38,Severe,0,Cloudy
2707,2025-04-23 18:00:00,Chennai,Highway,Ring Road,414,47,Medium,0,Fog
2708,2025-04-23 19:00:00,Delhi,Suburban,Highway,972,31,Medium,2,Rain
2709,2025-04-23 20:00:00,Bangalore,Highway,Ring Road,162,17,Medium,0,Clear
2710,2025-04-23 21:00:00,Mumbai,Highway,Highway,1858,72,Medium,0,Clear
2711,2025-04-23 22:00:00,Mumbai,Suburban,Highway,225,22,High,0,Cloudy
2712,2025-04-23 23:00:00,Chennai,Suburban,Highway,1222,36,Low,0,Rain
2713,2025-04-24 00:00:00,Hyderabad,Suburban,Highway,1251,27,Low,0,Clear
2714,2025-04-24 01:00:00,Bangalore,Suburban,Main Road,985,27,Severe,0,Rain
2715,2025-04-24 02:00:00,Delhi,Urban,Ring Road,431,86,Medium,0,Clear
2716,2025-04-24 03:00:00,Mumbai,Suburban,Highway,1296,71,High,0,Cloudy
2717,2025-04-24 04:00:00,Mumbai,Suburban,Ring Road,1332,23,Medium,1,Clear
2718,2025-04-24 05:00:00,Bangalore,Suburban,Street,1858,20,Severe,0,Rain
2719,2025-04-24 06:00:00,Hyderabad,Highway,Highway,1262,26,Low,0,Rain
2720,2025-04-24 07:00:00,Mumbai,Suburban,Ring Road,355,60,Severe,0,Cloudy
2721,2025-04-24 08:00:00,Bangalore,Urban,Main Road,1451,23,Severe,0,Fog
2722,2025-04-24 09:00:00,Chennai,Urban,Ring Road,651,66,Severe,1,Rain
2723,2025-04-24 10:00:00,Hyderabad,Suburban,Highway,392,15,Severe,0,Fog
2724,2025-04-24 11:00:00,Delhi,Urban,Street,1847,66,Severe,0,Rain
2725,2025-04-24 12:00:00,Mumbai,Highway,Ring Road,205,13,Severe,0,Cloudy
2726,2025-04-24 13:00:00,Bangalore,Suburban,Street,761,20,Severe,0,Clear
2727,2025-04-24 14:00:00,Chennai,Urban,Main Road,1128,83,Low,1,Fog
2728,2025-04-24 15:00:00,Delhi,Urban,Ring Road,1839,20,Low,2,Clear
2729,2025-04-24 16:00:00,Bangalore,Suburban,Ring Road,1515,88,Medium,0,Cloudy
2730,2025-04-24 17:00:00,Bangalore,Urban,Main Road,1758,17,Medium,0,Cloudy
2731,2025-04-24 18:00:00,Delhi,Suburban,Main Road,1273,68,High,0,Cloudy
2732,2025-04-24 19:00:00,Chennai,Urban,Main Road,452,30,High,0,Rain
2733,2025-04-24 20:00:00,Chennai,Highway,Highway,663,74,Low,0,Rain
2734,2025-04-24 21:00:00,Hyderabad,Urban,Highway,846,33,Low,0,Rain
2735,2025-04-24 22:00:00,Mumbai,Urban,Ring Road,1736,39,High,0,Rain
2736,2025-04-24 23:00:00,Delhi,Suburban,Ring Road,672,66,Low,0,Fog
2737,2025-04-25 00:00:00,Delhi,Urban,Ring Road,1851,89,High,0,Cloudy
2738,2025-04-25 01:00:00,Delhi,Suburban,Street,652,82,Medium,0,Fog
2739,2025-04-25 02:00:00,Chennai,Highway,Main Road,226,26,Low,0,Rain
2740,2025-04-25 03:00:00,Mumbai,Suburban,Ring Road,498,68,Low,1,Clear
2741,2025-04-25 04:00:00,Hyderabad,Suburban,Main Road,792,40,High,0,Fog
2742,2025-04-25 05:00:00,Bangalore,Urban,Highway,1614,73,Severe,0,Clear
2743,2025-04-25 06:00:00,Bangalore,Highway,Main Road,350,57,Severe,0,Rain
2744,2025-04-25 07:00:00,Delhi,Suburban,Street,756,32,Medium,0,Fog
2745,2025-04-25 08:00:00,Mumbai,Urban,Street,356,79,Low,1,Fog
2746,2025-04-25 09:00:00,Chennai,Urban,Main Road,800,39,Low,2,Fog
2747,2025-04-25 10:00:00,Mumbai,Suburban,Street,918,64,High,0,Clear
2748,2025-04-25 11:00:00,Mumbai,Urban,Street,1969,16,Severe,1,Rain
2749,2025-04-25 12:00:00,Chennai,Suburban,Highway,1340,84,Severe,0,Cloudy
2750,2025-04-25 13:00:00,Delhi,Suburban,Ring Road,263,21,Medium,0,Cloudy
2751,2025-04-25 14:00:00,Mumbai,Suburban,Street,1667,69,Severe,0,Rain
2752,2025-04-25 15:00:00,Bangalore,Highway,Ring Road,1713,61,Severe,0,Fog
2753,2025-04-25 16:00:00,Chennai,Suburban,Main Road,532,36,Severe,0,Cloudy
2754,2025-04-25 17:00:00,Hyderabad,Urban,Main Road,1335,21,High,1,Fog
2755,2025-04-25 18:00:00,Delhi,Highway,Street,1140,22,Severe,1,Rain
2756,2025-04-25 19:00:00,Chennai,Urban,Main Road,1647,81,Medium,0,Clear
2757,2025-04-25 20:00:00,Hyderabad,Highway,Highway,182,89,Severe,1,Fog
2758,2025-04-25 21:00:00,Hyderabad,Highway,Street,1722,71,Medium,0,Clear
2759,2025-04-25 22:00:00,Mumbai,Highway,Street,1613,38,High,0,Clear
2760,2025-04-25 23:00:00,Mumbai,Highway,Street,561,44,High,0,Rain
2761,2025-04-26 00:00:00,Mumbai,Urban,Main Road,260,69,Medium,1,Rain
2762,2025-04-26 01:00:00,Chennai,Suburban,Main Road,1037,38,High,0,Clear
2763,2025-04-26 02:00:00,Chennai,Urban,Street,1036,40,Low,0,Clear
2764,2025-04-26 03:00:00,Delhi,Suburban,Ring Road,766,86,Low,0,Cloudy
2765,2025-04-26 04:00:00,Mumbai,Urban,Main Road,302,85,Low,1,Cloudy
2766,2025-04-26 05:00:00,Hyderabad,Highway,Main Road,87,70,Low,0,Rain
2767,2025-04-26 06:00:00,Bangalore,Highway,Street,1116,11,Low,1,Fog
2768,2025-04-26 07:00:00,Delhi,Suburban,Ring Road,678,42,High,0,Clear
2769,2025-04-26 08:00:00,Chennai,Suburban,Street,1478,81,Medium,1,Fog
2770,2025-04-26 09:00:00,Delhi,Urban,Main Road,1036,71,High,1,Clear
2771,2025-04-26 10:00:00,Delhi,Suburban,Street,1775,68,Severe,0,Rain
2772,2025-04-26 11:00:00,Delhi,Urban,Street,95,49,Low,0,Fog
2773,2025-04-26 12:00:00,Delhi,Suburban,Street,1527,58,Low,0,Rain
2774,2025-04-26 13:00:00,Bangalore,Suburban,Ring Road,1751,41,High,0,Clear
2775,2025-04-26 14:00:00,Mumbai,Suburban,Street,354,47,Severe,0,Rain
2776,2025-04-26 15:00:00,Hyderabad,Highway,Main Road,1788,88,High,0,Fog
2777,2025-04-26 16:00:00,Delhi,Highway,Street,282,22,Medium,0,Cloudy
2778,2025-04-26 17:00:00,Delhi,Urban,Ring Road,294,63,Low,1,Rain
2779,2025-04-26 18:00:00,Delhi,Suburban,Highway,1794,85,High,0,Fog
2780,2025-04-26 19:00:00,Mumbai,Urban,Ring Road,809,22,Medium,0,Rain
2781,2025-04-26 20:00:00,Chennai,Suburban,Street,1368,48,Low,0,Rain
2782,2025-04-26 21:00:00,Chennai,Highway,Highway,888,32,Low,0,Cloudy
2783,2025-04-26 22:00:00,Bangalore,Highway,Street,1456,23,Low,1,Fog
2784,2025-04-26 23:00:00,Chennai,Suburban,Ring Road,207,26,Severe,0,Fog
2785,2025-04-27 00:00:00,Delhi,Suburban,Highway,1478,33,High,0,Fog
2786,2025-04-27 01:00:00,Delhi,Highway,Highway,1074,67,Low,0,Clear
2787,2025-04-27 02:00:00,Delhi,Highway,Street,266,72,Low,0,Rain
2788,2025-04-27 03:00:00,Bangalore,Urban,Street,977,43,Medium,0,Cloudy
2789,2025-04-27 04:00:00,Delhi,Highway,Ring Road,556,60,High,0,Fog
2790,2025-04-27 05:00:00,Chennai,Suburban,Street,810,19,Medium,1,Cloudy
2791,2025-04-27 06:00:00,Mumbai,Urban,Highway,953,81,High,0,Clear
2792,2025-04-27 07:00:00,Mumbai,Suburban,Main Road,630,30,Low,1,Clear
2793,2025-04-27 08:00:00,Hyderabad,Urban,Main Road,1103,46,Severe,0,Cloudy
2794,2025-04-27 09:00:00,Chennai,Suburban,Ring Road,676,16,Medium,2,Fog
2795,2025-04-27 10:00:00,Delhi,Highway,Street,569,22,Severe,0,Cloudy
2796,2025-04-27 11:00:00,Mumbai,Suburban,Ring Road,1954,89,Severe,0,Fog
2797,2025-04-27 12:00:00,Chennai,Urban,Main Road,324,39,Severe,0,Fog
2798,2025-04-27 13:00:00,Mumbai,Suburban,Main Road,541,40,High,1,Clear
2799,2025-04-27 14:00:00,Delhi,Urban,Street,876,14,High,1,Cloudy
2800,2025-04-27 15:00:00,Mumbai,Suburban,Highway,1000,41,Severe,0,Clear
2801,2025-04-27 16:00:00,Hyderabad,Highway,Street,975,25,Low,1,Rain
2802,2025-04-27 17:00:00,Hyderabad,Highway,Main Road,896,82,Low,0,Clear
2803,2025-04-27 18:00:00,Mumbai,Suburban,Highway,1109,31,Severe,1,Fog
2804,2025-04-27 19:00:00,Chennai,Suburban,Ring Road,1384,73,Medium,0,Cloudy
2805,2025-04-27 20:00:00,Chennai,Suburban,Main Road,1117,53,Medium,2,Rain
2806,2025-04-27 21:00:00,Chennai,Urban,Ring Road,1228,49,High,0,Rain
2807,2025-04-27 22:00:00,Mumbai,Suburban,Highway,1150,46,Medium,0,Rain
2808,2025-04-27 23:00:00,Chennai,Suburban,Ring Road,1663,87,Low,0,Rain
2809,2025-04-28 00:00:00,Delhi,Urban,Main Road,1686,25,Severe,0,Cloudy
2810,2025-04-28 01:00:00,Hyderabad,Highway,Street,1511,52,Medium,1,Fog
2811,2025-04-28 02:00:00,Delhi,Suburban,Ring Road,1505,72,Severe,0,Rain
2812,2025-04-28 03:00:00,Chennai,Suburban,Main Road,1615,24,Medium,0,Fog
2813,2025-04-28 04:00:00,Delhi,Highway,Main Road,88,53,High,2,Clear
2814,2025-04-28 05:00:00,Chennai,Highway,Highway,288,18,Low,0,Fog
2815,2025-04-28 06:00:00,Mumbai,Urban,Main Road,1086,74,High,0,Rain
2816,2025-04-28 07:00:00,Delhi,Suburban,Street,171,53,Severe,1,Clear
2817,2025-04-28 08:00:00,Mumbai,Suburban,Street,193,29,Low,0,Clear
2818,2025-04-28 09:00:00,Mumbai,Urban,Ring Road,733,79,Low,0,Clear
2819,2025-04-28 10:00:00,Bangalore,Highway,Ring Road,504,83,High,0,Rain
2820,2025-04-28 11:00:00,Chennai,Urban,Ring Road,417,42,Medium,0,Fog
2821,2025-04-28 12:00:00,Hyderabad,Highway,Ring Road,808,89,High,2,Cloudy
2822,2025-04-28 13:00:00,Chennai,Urban,Street,296,15,Severe,1,Fog
2823,2025-04-28 14:00:00,Hyderabad,Highway,Highway,972,40,Medium,0,Rain
2824,2025-04-28 15:00:00,Chennai,Urban,Ring Road,1118,75,High,1,Rain
2825,2025-04-28 16:00:00,Mumbai,Highway,Highway,814,27,High,0,Clear
2826,2025-04-28 17:00:00,Delhi,Highway,Main Road,424,37,Medium,0,Fog
2827,2025-04-28 18:00:00,Delhi,Highway,Main Road,1364,77,Medium,0,Rain
2828,2025-04-28 19:00:00,Bangalore,Highway,Ring Road,256,74,Medium,0,Rain
2829,2025-04-28 20:00:00,Hyderabad,Highway,Main Road,1997,89,High,0,Cloudy
2830,2025-04-28 21:00:00,Hyderabad,Suburban,Highway,568,54,Medium,0,Fog
2831,2025-04-28 22:00:00,Hyderabad,Highway,Highway,291,67,Medium,0,Clear
2832,2025-04-28 23:00:00,Mumbai,Suburban,Main Road,1695,56,Medium,1,Clear
2833,2025-04-29 00:00:00,Hyderabad,Highway,Ring Road,1187,75,Low,0,Clear
2834,2025-04-29 01:00:00,Delhi,Suburban,Highway,868,61,Severe,0,Fog
2835,2025-04-29 02:00:00,Mumbai,Suburban,Highway,351,45,Medium,1,Rain
2836,2025-04-29 03:00:00,Chennai,Urban,Street,1349,10,Severe,0,Rain
2837,2025-04-29 04:00:00,Hyderabad,Highway,Ring Road,1169,48,Medium,1,Cloudy
2838,2025-04-29 05:00:00,Hyderabad,Urban,Street,1367,84,Medium,0,Cloudy
2839,2025-04-29 06:00:00,Chennai,Urban,Main Road,750,10,Low,0,Rain
2840,2025-04-29 07:00:00,Hyderabad,Highway,Main Road,1433,84,Low,0,Rain
2841,2025-04-29 08:00:00,Chennai,Urban,Street,337,83,Medium,1,Fog
2842,2025-04-29 09:00:00,Mumbai,Highway,Ring Road,203,23,Medium,0,Cloudy
2843,2025-04-29 10:00:00,Delhi,Urban,Highway,1643,87,Medium,0,Clear
2844,2025-04-29 11:00:00,Chennai,Highway,Main Road,472,80,Severe,0,Clear
2845,2025-04-29 12:00:00,Bangalore,Highway,Ring Road,1989,32,Medium,0,Clear
2846,2025-04-29 13:00:00,Chennai,Highway,Ring Road,899,52,Severe,0,Clear
2847,2025-04-29 14:00:00,Hyderabad,Suburban,Main Road,99,31,Low,0,Rain
2848,2025-04-29 15:00:00,Mumbai,Urban,Main Road,1280,69,Severe,0,Rain
2849,2025-04-29 16:00:00,Mumbai,Suburban,Ring Road,613,36,Medium,1,Fog
2850,2025-04-29 17:00:00,Chennai,Urban,Highway,903,65,Low,0,Clear
2851,2025-04-29 18:00:00,Delhi,Urban,Street,932,11,High,0,Rain
2852,2025-04-29 19:00:00,Bangalore,Urban,Main Road,711,48,Low,1,Rain
2853,2025-04-29 20:00:00,Mumbai,Suburban,Street,614,60,High,0,Rain
2854,2025-04-29 21:00:00,Hyderabad,Urban,Ring Road,262,28,Severe,0,Clear
2855,2025-04-29 22:00:00,Hyderabad,Suburban,Street,1139,71,Low,0,Rain
2856,2025-04-29 23:00:00,Delhi,Highway,Highway,1305,80,Low,0,Cloudy
2857,2025-04-30 00:00:00,Mumbai,Urban,Ring Road,1958,85,Low,0,Clear
2858,2025-04-30 01:00:00,Chennai,Urban,Highway,860,76,Severe,0,Clear
2859,2025-04-30 02:00:00,Hyderabad,Highway,Ring Road,899,72,Medium,1,Cloudy
2860,2025-04-30 03:00:00,Delhi,Highway,Highway,1736,14,Severe,0,Fog
2861,2025-04-30 04:00:00,Mumbai,Urban,Ring Road,1790,81,Low,0,Fog
2862,2025-04-30 05:00:00,Mumbai,Highway,Highway,1393,87,Medium,0,Clear
2863,2025-04-30 06:00:00,Mumbai,Suburban,Ring Road,1840,70,Low,0,Clear
2864,2025-04-30 07:00:00,Mumbai,Suburban,Highway,1210,80,Low,0,Clear
2865,2025-04-30 08:00:00,Mumbai,Urban,Ring Road,930,16,High,0,Cloudy
2866,2025-04-30 09:00:00,Hyderabad,Suburban,Highway,1720,59,Low,0,Rain
2867,2025-04-30 10:00:00,Delhi,Suburban,Main Road,1639,55,Severe,0,Cloudy
2868,2025-04-30 11:00:00,Mumbai,Urban,Street,1138,81,Severe,1,Rain
2869,2025-04-30 12:00:00,Bangalore,Highway,Ring Road,1587,85,Severe,2,Rain
2870,2025-04-30 13:00:00,Bangalore,Urban,Highway,1205,83,Medium,1,Fog
2871,2025-04-30 14:00:00,Delhi,Suburban,Main Road,383,23,High,0,Cloudy
2872,2025-04-30 15:00:00,Chennai,Urban,Ring Road,81,82,High,0,Cloudy
2873,2025-04-30 16:00:00,Chennai,Urban,Ring Road,917,78,Low,0,Clear
2874,2025-04-30 17:00:00,Chennai,Suburban,Ring Road,947,74,Low,0,Cloudy
2875,2025-04-30 18:00:00,Bangalore,Suburban,Street,1945,74,High,0,Rain
2876,2025-04-30 19:00:00,Chennai,Urban,Highway,1571,66,Medium,0,Rain
2877,2025-04-30 20:00:00,Hyderabad,Suburban,Highway,1316,71,Severe,0,Cloudy
2878,2025-04-30 21:00:00,Mumbai,Suburban,Ring Road,1265,29,Low,0,Fog
2879,2025-04-30 22:00:00,Bangalore,Suburban,Ring Road,1215,84,High,4,Fog
2880,2025-04-30 23:00:00,Delhi,Suburban,Ring Road,1733,35,Medium,0,Clear
2881,2025-05-01 00:00:00,Delhi,Suburban,Main Road,650,53,Severe,0,Clear
2882,2025-05-01 01:00:00,Mumbai,Suburban,Ring Road,1634,76,Low,1,Rain
2883,2025-05-01 02:00:00,Bangalore,Highway,Street,1721,79,Severe,0,Cloudy
2884,2025-05-01 03:00:00,Chennai,Urban,Highway,1037,71,Severe,0,Rain
2885,2025-05-01 04:00:00,Chennai,Suburban,Street,1264,54,High,0,Rain
2886,2025-05-01 05:00:00,Hyderabad,Urban,Ring Road,1222,20,High,0,Cloudy
2887,2025-05-01 06:00:00,Hyderabad,Highway,Main Road,648,81,Severe,0,Rain
2888,2025-05-01 07:00:00,Chennai,Suburban,Ring Road,1489,83,Severe,0,Rain
2889,2025-05-01 08:00:00,Delhi,Urban,Ring Road,569,43,Low,0,Fog
2890,2025-05-01 09:00:00,Delhi,Suburban,Ring Road,1808,55,Medium,1,Clear
2891,2025-05-01 10:00:00,Hyderabad,Suburban,Ring Road,918,41,Medium,0,Fog
2892,2025-05-01 11:00:00,Mumbai,Suburban,Ring Road,65,84,Severe,1,Clear
2893,2025-05-01 12:00:00,Chennai,Suburban,Highway,1881,14,High,0,Clear
2894,2025-05-01 13:00:00,Hyderabad,Suburban,Street,1179,72,Medium,0,Clear
2895,2025-05-01 14:00:00,Hyderabad,Suburban,Main Road,332,38,Severe,0,Fog
2896,2025-05-01 15:00:00,Chennai,Suburban,Ring Road,1177,57,High,0,Cloudy
2897,2025-05-01 16:00:00,Chennai,Highway,Main Road,410,25,Low,0,Rain
2898,2025-05-01 17:00:00,Delhi,Highway,Highway,1731,34,Medium,0,Cloudy
2899,2025-05-01 18:00:00,Mumbai,Suburban,Street,1108,81,Low,1,Cloudy
2900,2025-05-01 19:00:00,Mumbai,Suburban,Ring Road,162,38,High,0,Clear
2901,2025-05-01 20:00:00,Chennai,Highway,Highway,357,61,Severe,0,Clear
2902,2025-05-01 21:00:00,Bangalore,Highway,Highway,1984,55,Low,0,Fog
2903,2025-05-01 22:00:00,Hyderabad,Highway,Street,1008,34,Severe,0,Fog
2904,2025-05-01 23:00:00,Hyderabad,Suburban,Ring Road,1126,32,Medium,0,Rain
2905,2025-05-02 00:00:00,Chennai,Urban,Street,1932,43,Low,1,Cloudy
2906,2025-05-02 01:00:00,Bangalore,Urban,Street,1154,76,Medium,0,Cloudy
2907,2025-05-02 02:00:00,Delhi,Urban,Main Road,1689,43,Medium,0,Rain
2908,2025-05-02 03:00:00,Chennai,Urban,Main Road,883,41,Medium,0,Clear
2909,2025-05-02 04:00:00,Chennai,Suburban,Street,1442,38,Medium,1,Fog
2910,2025-05-02 05:00:00,Hyderabad,Urban,Main Road,291,18,Medium,0,Rain
2911,2025-05-02 06:00:00,Chennai,Highway,Highway,80,75,High,1,Cloudy
2912,2025-05-02 07:00:00,Chennai,Highway,Street,1902,66,Low,0,Rain
2913,2025-05-02 08:00:00,Chennai,Urban,Ring Road,753,48,Severe,0,Rain
2914,2025-05-02 09:00:00,Hyderabad,Highway,Ring Road,918,16,Severe,0,Cloudy
2915,2025-05-02 10:00:00,Delhi,Suburban,Highway,1434,78,High,1,Cloudy
2916,2025-05-02 11:00:00,Delhi,Urban,Ring Road,282,17,Severe,0,Fog
2917,2025-05-02 12:00:00,Chennai,Urban,Ring Road,1683,27,Severe,0,Fog
2918,2025-05-02 13:00:00,Hyderabad,Suburban,Street,1107,58,Severe,0,Cloudy
2919,2025-05-02 14:00:00,Delhi,Highway,Highway,1316,25,Low,0,Fog
2920,2025-05-02 15:00:00,Delhi,Suburban,Street,1000,30,Severe,0,Fog
2921,2025-05-02 16:00:00,Delhi,Suburban,Highway,108,19,Low,0,Fog
2922,2025-05-02 17:00:00,Hyderabad,Highway,Street,820,13,Severe,0,Cloudy
2923,2025-05-02 18:00:00,Hyderabad,Suburban,Street,1602,53,Severe,0,Clear
2924,2025-05-02 19:00:00,Chennai,Highway,Main Road,1151,17,Low,0,Clear
2925,2025-05-02 20:00:00,Mumbai,Highway,Ring Road,767,64,High,0,Fog
2926,2025-05-02 21:00:00,Delhi,Suburban,Highway,351,28,Severe,0,Clear
2927,2025-05-02 22:00:00,Mumbai,Highway,Ring Road,1751,73,Medium,0,Fog
2928,2025-05-02 23:00:00,Hyderabad,Suburban,Main Road,852,49,Medium,1,Clear
2929,2025-05-03 00:00:00,Hyderabad,Highway,Highway,946,60,High,0,Clear
2930,2025-05-03 01:00:00,Hyderabad,Urban,Main Road,161,18,Medium,0,Rain
2931,2025-05-03 02:00:00,Mumbai,Highway,Ring Road,1486,39,Low,0,Fog
2932,2025-05-03 03:00:00,Hyderabad,Highway,Street,1973,65,Severe,1,Clear
2933,2025-05-03 04:00:00,Chennai,Suburban,Main Road,366,53,Severe,1,Clear
2934,2025-05-03 05:00:00,Hyderabad,Highway,Main Road,1938,68,Severe,0,Rain
2935,2025-05-03 06:00:00,Bangalore,Urban,Street,1218,24,Severe,0,Clear
2936,2025-05-03 07:00:00,Mumbai,Urban,Ring Road,717,77,Medium,2,Rain
2937,2025-05-03 08:00:00,Bangalore,Highway,Main Road,739,79,Medium,0,Clear
2938,2025-05-03 09:00:00,Hyderabad,Highway,Ring Road,1931,70,Medium,0,Rain
2939,2025-05-03 10:00:00,Chennai,Urban,Street,1721,89,Low,1,Rain
2940,2025-05-03 11:00:00,Delhi,Suburban,Highway,1900,32,Medium,0,Cloudy
2941,2025-05-03 12:00:00,Hyderabad,Urban,Main Road,67,86,Medium,0,Fog
2942,2025-05-03 13:00:00,Chennai,Urban,Ring Road,1424,56,Severe,0,Cloudy
2943,2025-05-03 14:00:00,Mumbai,Highway,Street,1228,26,Medium,0,Fog
2944,2025-05-03 15:00:00,Bangalore,Highway,Street,1857,66,High,0,Clear
2945,2025-05-03 16:00:00,Bangalore,Urban,Main Road,1579,63,High,1,Fog
2946,2025-05-03 17:00:00,Bangalore,Suburban,Highway,827,61,Severe,0,Cloudy
2947,2025-05-03 18:00:00,Mumbai,Urban,Main Road,409,31,Medium,0,Fog
2948,2025-05-03 19:00:00,Chennai,Urban,Ring Road,381,48,High,0,Cloudy
2949,2025-05-03 20:00:00,Mumbai,Suburban,Street,1991,22,High,0,Fog
2950,2025-05-03 21:00:00,Bangalore,Urban,Highway,577,87,Low,3,Clear
2951,2025-05-03 22:00:00,Hyderabad,Urban,Ring Road,61,75,Severe,0,Clear
2952,2025-05-03 23:00:00,Delhi,Highway,Main Road,1148,61,High,0,Fog
2953,2025-05-04 00:00:00,Mumbai,Suburban,Street,261,23,High,0,Fog
2954,2025-05-04 01:00:00,Mumbai,Highway,Main Road,1764,82,Severe,0,Clear
2955,2025-05-04 02:00:00,Chennai,Highway,Highway,690,83,Medium,0,Fog
2956,2025-05-04 03:00:00,Chennai,Suburban,Highway,332,72,Severe,0,Rain
2957,2025-05-04 04:00:00,Mumbai,Suburban,Highway,1268,80,Low,3,Clear
2958,2025-05-04 05:00:00,Bangalore,Urban,Highway,829,37,Low,1,Clear
2959,2025-05-04 06:00:00,Delhi,Highway,Highway,1103,55,Low,0,Cloudy
2960,2025-05-04 07:00:00,Chennai,Suburban,Main Road,1082,37,High,0,Cloudy
2961,2025-05-04 08:00:00,Bangalore,Highway,Highway,1382,11,Medium,0,Rain
2962,2025-05-04 09:00:00,Hyderabad,Highway,Highway,1518,26,Low,1,Fog
2963,2025-05-04 10:00:00,Chennai,Suburban,Street,1383,68,Severe,0,Rain
2964,2025-05-04 11:00:00,Bangalore,Urban,Highway,726,61,Low,0,Fog
2965,2025-05-04 12:00:00,Bangalore,Highway,Street,754,13,High,1,Cloudy
2966,2025-05-04 13:00:00,Delhi,Suburban,Street,475,86,Low,0,Fog
2967,2025-05-04 14:00:00,Delhi,Urban,Street,1890,12,Medium,0,Cloudy
2968,2025-05-04 15:00:00,Hyderabad,Highway,Main Road,1845,46,Low,0,Clear
2969,2025-05-04 16:00:00,Bangalore,Suburban,Main Road,1777,33,Medium,0,Clear
2970,2025-05-04 17:00:00,Bangalore,Highway,Ring Road,640,81,Medium,0,Fog
2971,2025-05-04 18:00:00,Delhi,Suburban,Ring Road,1764,44,Severe,0,Cloudy
2972,2025-05-04 19:00:00,Chennai,Suburban,Street,140,11,Medium,2,Rain
2973,2025-05-04 20:00:00,Chennai,Highway,Main Road,505,42,High,0,Cloudy
2974,2025-05-04 21:00:00,Mumbai,Highway,Highway,493,85,High,0,Cloudy
2975,2025-05-04 22:00:00,Delhi,Suburban,Ring Road,1800,86,Medium,1,Cloudy
2976,2025-05-04 23:00:00,Mumbai,Urban,Main Road,128,19,Medium,0,Clear
2977,2025-05-05 00:00:00,Delhi,Highway,Highway,1548,71,Low,1,Cloudy
2978,2025-05-05 01:00:00,Hyderabad,Suburban,Highway,976,52,Low,0,Fog
2979,2025-05-05 02:00:00,Bangalore,Suburban,Main Road,152,78,Severe,1,Clear
2980,2025-05-05 03:00:00,Hyderabad,Urban,Ring Road,672,68,Low,0,Clear
2981,2025-05-05 04:00:00,Delhi,Urban,Main Road,1529,18,High,0,Clear
2982,2025-05-05 05:00:00,Bangalore,Urban,Ring Road,1039,86,Low,0,Cloudy
2983,2025-05-05 06:00:00,Chennai,Highway,Street,1387,69,Severe,0,Rain
2984,2025-05-05 07:00:00,Chennai,Suburban,Main Road,1320,72,Severe,0,Cloudy
2985,2025-05-05 08:00:00,Mumbai,Suburban,Main Road,283,61,Medium,0,Cloudy
2986,2025-05-05 09:00:00,Delhi,Suburban,Ring Road,1667,32,Severe,1,Rain
2987,2025-05-05 10:00:00,Delhi,Urban,Ring Road,693,39,Medium,0,Cloudy
2988,2025-05-05 11:00:00,Chennai,Suburban,Main Road,1308,52,High,0,Fog
2989,2025-05-05 12:00:00,Hyderabad,Highway,Highway,839,77,High,1,Rain
2990,2025-05-05 13:00:00,Bangalore,Urban,Highway,436,30,Low,0,Fog
2991,2025-05-05 14:00:00,Hyderabad,Urban,Highway,896,52,Severe,0,Fog
2992,2025-05-05 15:00:00,Hyderabad,Urban,Street,1684,82,High,0,Clear
2993,2025-05-05 16:00:00,Chennai,Urban,Street,87,16,Medium,0,Clear
2994,2025-05-05 17:00:00,Chennai,Highway,Ring Road,1234,25,Severe,0,Rain
2995,2025-05-05 18:00:00,Chennai,Suburban,Street,1535,32,Severe,0,Cloudy
2996,2025-05-05 19:00:00,Mumbai,Highway,Highway,1522,67,Medium,1,Fog
2997,2025-05-05 20:00:00,Hyderabad,Suburban,Main Road,1190,40,Severe,1,Cloudy
2998,2025-05-05 21:00:00,Delhi,Highway,Street,290,78,Severe,0,Fog
2999,2025-05-05 22:00:00,Bangalore,Urban,Street,1099,15,High,1,Clear
3000,2025-05-05 23:00:00,Mumbai,Urban,Highway,1721,74,Medium,0,Clear
3001,2025-05-06 00:00:00,Delhi,Highway,Street,611,68,High,0,Clear
3002,2025-05-06 01:00:00,Hyderabad,Highway,Ring Road,855,37,Medium,0,Rain
3003,2025-05-06 02:00:00,Chennai,Suburban,Main Road,1979,27,Low,0,Fog
3004,2025-05-06 03:00:00,Hyderabad,Highway,Highway,347,86,Severe,0,Cloudy
3005,2025-05-06 04:00:00,Bangalore,Highway,Ring Road,854,19,Severe,1,Fog
3006,2025-05-06 05:00:00,Mumbai,Suburban,Highway,203,16,High,1,Cloudy
3007,2025-05-06 06:00:00,Mumbai,Suburban,Ring Road,781,46,Severe,0,Cloudy
3008,2025-05-06 07:00:00,Bangalore,Suburban,Main Road,1725,54,Severe,0,Cloudy
3009,2025-05-06 08:00:00,Delhi,Highway,Main Road,517,25,High,0,Fog
3010,2025-05-06 09:00:00,Delhi,Suburban,Ring Road,98,23,High,0,Clear
3011,2025-05-06 10:00:00,Mumbai,Urban,Ring Road,1727,20,Medium,0,Rain
3012,2025-05-06 11:00:00,Mumbai,Urban,Ring Road,95,43,Low,1,Rain
3013,2025-05-06 12:00:00,Chennai,Urban,Ring Road,1748,69,High,0,Clear
